Name,EndsVowel,EndsA,LenGt5,StartsVowel,HasY,IsFemale
Antoine,1,0,1,1,0,0
Hudson,0,0,1,0,0,0
Cara,1,1,0,0,0,1
Etienne,1,0,1,1,0,0
Stephan,0,0,1,0,0,0
Melisa,1,1,1,0,0,1
Clay,0,0,0,0,1,0
Petronille,1,0,1,0,0,1
Rosaline,1,0,1,0,0,1
Kimball,0,0,1,0,0,0
Julieta,1,1,1,0,0,1
Sinclare,1,0,1,0,0,0
Fidela,1,1,1,0,0,1
Sydelle,1,0,1,0,1,1
Renell,0,0,1,0,0,1
Giles,0,0,0,0,0,0
Huntington,0,0,1,0,0,0
Kordula,1,1,1,0,0,1
Cecily,0,0,1,0,1,1
Mareah,0,0,1,0,0,1
Venus,0,0,0,0,0,1
Cosmo,0,0,0,0,0,0
Idalina,1,1,1,1,0,1
Bunni,1,0,0,0,0,1
Athene,1,0,1,1,0,1
Brodie,1,0,1,0,0,0
Olin,0,0,0,1,0,0
Denna,1,1,0,0,0,1
Carolann,0,0,1,0,0,1
Darbie,1,0,1,0,0,1
Suzette,1,0,1,0,0,1
Kristopher,0,0,1,0,0,0
Solly,0,0,0,0,1,0
Halley,0,0,1,0,1,1
Harriett,0,0,1,0,0,1
Wayne,1,0,0,0,1,0
Heath,0,0,0,0,0,1
Tabitha,1,1,1,0,0,1
Nelsen,0,0,1,0,0,0
Melodee,1,0,1,0,0,1
Colleen,0,0,1,0,0,1
Mildrid,0,0,1,0,0,1
Bari,1,0,0,0,0,1
Richy,0,0,0,0,1,0
Matthiew,0,0,1,0,0,0
Hagen,0,0,0,0,0,0
Andrus,0,0,1,1,0,0
Giffard,0,0,1,0,0,0
Lust,0,0,0,0,0,1
Suzie,1,0,0,0,0,1
Doris,0,0,0,0,0,1
Jason,0,0,0,0,0,0
Skipton,0,0,1,0,0,0
Lynnett,0,0,1,0,1,1
Eldon,0,0,0,1,0,0
Kathye,1,0,1,0,1,1
Barth,0,0,0,0,0,0
Danni,1,0,0,0,0,1
Melisenda,1,1,1,0,0,1
Pail,0,0,0,0,0,0
Keren,0,0,0,0,0,1
Jordan,0,0,1,0,0,0
Gardener,0,0,1,0,0,0
Dorri,1,0,0,0,0,1
Odelia,1,1,1,1,0,1
Kiah,0,0,0,0,0,1
Sada,1,1,0,0,0,1
Imogen,0,0,1,1,0,1
Eveleen,0,0,1,1,0,1
Kylila,1,1,1,0,1,1
Starlin,0,0,1,0,0,1
Annabella,1,1,1,1,0,1
Mada,1,1,0,0,0,1
Carlena,1,1,1,0,0,1
Darin,0,0,0,0,0,0
Wilie,1,0,0,0,0,1
Delphina,1,1,1,0,0,1
Annelise,1,0,1,1,0,1
Leanne,1,0,1,0,0,1
Pauli,1,0,0,0,0,1
Marylynne,1,0,1,0,1,1
Goldarina,1,1,1,0,0,1
Lena,1,1,0,0,0,1
Josephina,1,1,1,0,0,1
Ami,1,0,0,1,0,1
Wenonah,0,0,1,0,0,1
Manny,0,0,0,0,1,0
Melissa,1,1,1,0,0,1
Aloise,1,0,1,1,0,1
Rem,0,0,0,0,0,0
Georgeanna,1,1,1,0,0,1
Dierdre,1,0,1,0,0,1
Hollis,0,0,1,0,0,0
Silvio,0,0,1,0,0,0
Nert,0,0,0,0,0,1
Karin,0,0,0,0,0,1
Berta,1,1,0,0,0,1
Roslyn,0,0,1,0,1,1
Demetrius,0,0,1,0,0,0
Weber,0,0,0,0,0,0
Townsend,0,0,1,0,0,0
Deane,1,0,0,0,0,0
Rorie,1,0,0,0,0,1
Maxie,1,0,0,0,0,0
Harrie,1,0,1,0,0,1
Kathi,1,0,0,0,0,1
Tiertza,1,1,1,0,0,1
Valera,1,1,1,0,0,1
Tomiko,0,0,1,0,0,1
Frank,0,0,0,0,0,1
Neilla,1,1,1,0,0,1
Wilburt,0,0,1,0,0,0
Carrissa,1,1,1,0,0,1
Ottilie,1,0,1,1,0,1
Kincaid,0,0,1,0,0,0
Thor,0,0,0,0,0,0
Veronike,1,0,1,0,0,1
Cameron,0,0,1,0,0,0
Margie,1,0,1,0,0,1
Erick,0,0,0,1,0,0
Catharina,1,1,1,0,0,1
Clementine,1,0,1,0,0,1
Yankee,1,0,1,1,1,0
Stephani,1,0,1,0,0,1
Melvyn,0,0,1,0,1,0
Lark,0,0,0,0,0,1
Evelyn,0,0,1,1,1,1
Meara,1,1,0,0,0,1
Meade,1,0,0,0,0,1
Amandi,1,0,1,1,0,1
Dallas,0,0,1,0,0,1
Hannie,1,0,1,0,0,1
Oral,0,0,0,1,0,0
Rodger,0,0,1,0,0,0
Jacquelyn,0,0,1,0,1,1
Liane,1,0,0,0,0,1
Thorvald,0,0,1,0,0,0
Josey,0,0,0,0,1,1
Vannie,1,0,1,0,0,1
Kellyann,0,0,1,0,1,1
Natalie,1,0,1,0,0,1
Roseanne,1,0,1,0,0,1
Illa,1,1,0,1,0,1
Catherin,0,0,1,0,0,1
Nixie,1,0,0,0,0,1
Phineas,0,0,1,0,0,0
Blisse,1,0,1,0,0,1
Carsten,0,0,1,0,0,0
Merv,0,0,0,0,0,0
Kaspar,0,0,1,0,0,0
Corene,1,0,1,0,0,1
Leda,1,1,0,0,0,1
Andreana,1,1,1,1,0,1
Zacherie,1,0,1,0,0,0
Blinni,1,0,1,0,0,1
Vanni,1,0,0,0,0,1
Ricki,1,0,0,0,0,1
Dryke,1,0,0,0,1,0
Helli,1,0,0,0,0,1
Lavena,1,1,1,0,0,1
Tobias,0,0,1,0,0,0
Vickie,1,0,1,0,0,1
Wilson,0,0,1,0,0,0
Evie,0,0,0,1,0,1
Janeva,1,1,1,0,0,1
Murphy,0,0,1,0,1,0
Phylis,0,0,1,0,1,1
Kerstin,0,0,1,0,0,1
Osmund,0,0,1,1,0,0
Stefanie,1,0,1,0,0,1
Desaree,1,0,1,0,0,1
Karalee,1,0,1,0,0,1
Ilyssa,1,1,1,1,1,1
Gwenn,0,0,0,0,0,1
Caprice,1,0,1,0,0,1
Bess,0,0,0,0,0,1
Chet,0,0,0,0,0,0
Leanna,1,1,1,0,0,1
Julienne,1,0,1,0,0,1
Mimi,1,0,0,0,0,1
Phaedra,1,1,1,0,0,1
Charil,0,0,1,0,0,1
Taddeo,0,0,1,0,0,0
Matilde,1,0,1,0,0,1
Del,0,0,0,0,0,1
Nolan,0,0,0,0,0,0
Verena,1,1,1,0,0,1
Harli,1,0,0,0,0,1
Remington,0,0,1,0,0,0
Eulalie,1,0,1,1,0,1
Winne,1,0,0,0,0,1
Guthrey,0,0,1,0,1,0
Paulita,1,1,1,0,0,1
Lori,1,0,0,0,0,1
Dorella,1,1,1,0,0,1
Vibhu,0,0,0,0,0,0
Lita,1,1,0,0,0,1
Jule,0,0,0,0,0,0
Lee,0,0,0,0,0,1
Luella,1,1,1,0,0,1
Antone,1,0,1,1,0,0
Oswell,0,0,1,1,0,0
Gustav,0,0,1,0,0,0
Joellyn,0,0,1,0,1,1
Richard,0,0,1,0,0,0
Elyssa,1,1,1,1,1,1
Paolo,0,0,0,0,0,0
Bernie,1,0,1,0,0,1
Marcelle,1,0,1,0,0,1
Vitia,1,1,0,0,0,1
Candra,1,1,1,0,0,1
Kesley,0,0,1,0,1,1
Blake,1,0,0,0,0,0
Jenine,1,0,1,0,0,1
Koral,0,0,0,0,0,1
Socrates,0,0,1,0,0,0
Amber,0,0,0,1,0,1
Sting,0,0,0,0,0,0
Thatch,0,0,1,0,0,0
Xena,1,1,0,0,0,1
Dewey,0,0,0,0,1,0
Gwenni,1,0,1,0,0,1
Jerrie,1,0,1,0,0,1
Gabrila,1,1,1,0,0,1
Fred,0,0,0,0,0,1
Robin,0,0,0,0,0,1
Oliver,0,0,1,1,0,0
Kalina,1,1,1,0,0,1
Amalle,1,0,1,1,0,1
Marjorie,1,0,1,0,0,1
Avrit,0,0,0,1,0,1
Harry,0,0,0,0,1,0
Linell,0,0,1,0,0,1
Gabriellia,1,1,1,0,0,1
Chad,0,0,0,0,0,1
Melli,1,0,0,0,0,1
Patience,1,0,1,0,0,1
Carlynn,0,0,1,0,1,1
Thornton,0,0,1,0,0,0
Rozamond,0,0,1,0,0,1
Clovis,0,0,1,0,0,1
Aviva,1,1,0,1,0,1
Mala,1,1,0,0,0,1
Bill,0,0,0,0,0,1
Teddie,1,0,1,0,0,1
Thalia,1,1,1,0,0,1
Leodora,1,1,1,0,0,1
Leeanne,1,0,1,0,0,1
Morly,0,0,0,0,1,0
Helge,1,0,0,0,0,1
Inna,1,1,0,1,0,1
Bentley,0,0,1,0,1,0
Kalindi,1,0,1,0,0,1
Dulcinea,1,1,1,0,0,1
Doralynn,0,0,1,0,1,1
Roxine,1,0,1,0,0,1
Dexter,0,0,1,0,0,0
Katrinka,1,1,1,0,0,1
Clifford,0,0,1,0,0,0
Basia,1,1,0,0,0,1
Fredi,1,0,0,0,0,1
Archy,0,0,0,1,1,0
Luther,0,0,1,0,0,0
Vasili,1,0,1,0,0,0
Jordy,0,0,0,0,1,0
Robby,0,0,0,0,1,1
Jaclin,0,0,1,0,0,1
Osborn,0,0,1,1,0,0
Gabbey,0,0,1,0,1,1
Von,0,0,0,0,0,0
Quigly,0,0,1,0,1,0
Purcell,0,0,1,0,0,0
Arvy,0,0,0,1,1,0
Tedda,1,1,0,0,0,1
Sam,0,0,0,0,0,1
Gill,0,0,0,0,0,0
Jacquette,1,0,1,0,0,1
Halimeda,1,1,1,0,0,1
Davina,1,1,1,0,0,1
Victoria,1,1,1,0,0,1
Eduardo,0,0,1,1,0,0
Filbert,0,0,1,0,0,0
Broddy,0,0,1,0,1,0
Abagael,0,0,1,1,0,1
Colbert,0,0,1,0,0,0
Ned,0,0,0,0,0,0
Allie,1,0,0,1,0,1
Aubrey,0,0,1,1,1,0
Melodie,1,0,1,0,0,1
Edouard,0,0,1,1,0,0
Ailee,1,0,0,1,0,1
Zack,0,0,0,0,0,0
Adams,0,0,0,1,0,0
Scarlet,0,0,1,0,0,1
Ruthanne,1,0,1,0,0,1
Francesmary,0,0,1,0,1,1
Ripley,0,0,1,0,1,0
Lisha,1,1,0,0,0,1
Franciska,1,1,1,0,0,1
Janka,1,1,0,0,0,1
Adrick,0,0,1,1,0,0
Maddy,0,0,0,0,1,1
Jess,0,0,0,0,0,0
Llewellyn,0,0,1,0,1,0
Danny,0,0,0,0,1,0
Ellene,1,0,1,1,0,1
Kissie,1,0,1,0,0,1
Vinnie,1,0,1,0,0,1
Zolly,0,0,0,0,1,0
Haily,0,0,0,0,1,1
Ameline,1,0,1,1,0,1
Cristina,1,1,1,0,0,1
Roze,0,0,0,0,0,1
Cindelyn,0,0,1,0,1,1
Durante,1,0,1,0,0,0
Pier,0,0,0,0,0,1
Pepita,1,1,1,0,0,1
Wendi,1,0,0,0,0,1
Bertrand,0,0,1,0,0,0
Georgina,1,1,1,0,0,1
Perle,1,0,0,0,0,1
Terri-Jo,0,0,1,0,0,1
Karly,0,0,0,0,1,1
Adrienne,1,0,1,1,0,1
Melisent,0,0,1,0,0,1
Giorgi,1,0,1,0,0,0
Milton,0,0,1,0,0,0
Noellyn,0,0,1,0,1,1
Elvera,1,1,1,1,0,1
Karla,1,1,0,0,0,1
Kimberlyn,0,0,1,0,1,1
Kelcey,0,0,1,0,1,1
Dorine,1,0,1,0,0,1
Davon,0,0,0,0,0,0
Maurice,1,0,1,0,0,0
Leland,0,0,1,0,0,1
Valentine,1,0,1,0,0,0
Astrix,0,0,1,1,0,1
Marielle,1,0,1,0,0,1
Leanora,1,1,1,0,0,1
Hedy,0,0,0,0,1,1
Donia,1,1,0,0,0,1
Kerrie,1,0,1,0,0,1
Chelsea,1,1,1,0,0,1
Jamie,1,0,0,0,0,1
Marcel,0,0,1,0,0,0
Sandy,0,0,0,0,1,0
Harold,0,0,1,0,0,0
Marlena,1,1,1,0,0,1
Delaney,0,0,1,0,1,1
Marilyn,0,0,1,0,1,1
Izak,0,0,0,1,0,0
Chadwick,0,0,1,0,0,0
Randa,1,1,0,0,0,1
Yuri,1,0,0,1,1,0
Etty,0,0,0,1,1,1
Viv,0,0,0,0,0,1
Gloriana,1,1,1,0,0,1
Giralda,1,1,1,0,0,1
Marion,0,0,1,0,0,0
Glen,0,0,0,0,0,0
Tye,0,0,0,0,1,0
Mirilla,1,1,1,0,0,1
Jared,0,0,0,0,0,0
Jesse,1,0,0,0,0,0
Joni,1,0,0,0,0,1
Carin,0,0,0,0,0,1
Cole,0,0,0,0,0,0
Kippie,1,0,1,0,0,1
Janene,1,0,1,0,0,1
Sim,0,0,0,0,0,0
Terrie,1,0,1,0,0,1
Raychel,0,0,1,0,1,1
Caleb,0,0,0,0,0,0
Brigida,1,1,1,0,0,1
Rhoda,1,1,0,0,0,1
Westbrooke,1,0,1,0,0,0
Barby,0,0,0,0,1,1
Brynne,1,0,1,0,1,1
Talia,1,1,0,0,0,1
Fancy,0,0,0,0,1,1
Gilbertine,1,0,1,0,0,1
Renate,1,0,1,0,0,1
Alan,0,0,0,1,0,0
Ulric,0,0,0,1,0,0
Meir,0,0,0,0,0,0
Chris,0,0,0,0,0,0
Erina,1,1,0,1,0,1
Leela,1,1,0,0,0,1
Urbain,0,0,1,1,0,0
Licha,1,1,0,0,0,1
Shir,0,0,0,0,0,1
Ashlee,1,0,1,1,0,1
Yigal,0,0,0,1,1,0
Judye,1,0,0,0,1,1
Robert,0,0,1,0,0,0
Nerte,1,0,0,0,0,1
Shoshie,1,0,1,0,0,1
Calli,1,0,0,0,0,1
Adlai,1,0,0,1,0,0
Terina,1,1,1,0,0,1
Lewis,0,0,0,0,0,0
Pierette,1,0,1,0,0,1
Noelyn,0,0,1,0,1,1
Astrid,0,0,1,1,0,1
Leonie,1,0,1,0,0,1
Faustina,1,1,1,0,0,1
Deerdre,1,0,1,0,0,1
Kimmi,1,0,0,0,0,1
Kam,0,0,0,0,0,0
Danica,1,1,1,0,0,1
Lea,1,1,0,0,0,1
Jake,0,0,0,0,0,0
Audrie,1,0,1,1,0,1
James,0,0,0,0,0,0
Mame,0,0,0,0,0,1
Marina,1,1,1,0,0,1
Dara,1,1,0,0,0,1
Rafa,1,1,0,0,0,1
Chloe,1,0,0,0,0,1
Rubin,0,0,0,0,0,0
Coletta,1,1,1,0,0,1
Mercie,1,0,1,0,0,1
Penny,0,0,0,0,1,0
Loise,1,0,0,0,0,1
Arlette,1,0,1,1,0,1
Bobby,0,0,0,0,1,1
Grazia,1,1,1,0,0,1
Keriann,0,0,1,0,0,1
Winifred,0,0,1,0,0,1
Barbabra,1,1,1,0,0,1
Arlen,0,0,0,1,0,1
Viki,1,0,0,0,0,1
Ralf,0,0,0,0,0,0
Acacia,1,1,1,1,0,1
Christan,0,0,1,0,0,1
Dina,1,1,0,0,0,1
Noe,0,0,0,0,0,0
Korry,0,0,0,0,1,1
Paola,1,1,0,0,0,1
Russel,0,0,1,0,0,0
Iolande,1,0,1,1,0,1
Almira,1,1,1,1,0,1
Taylor,0,0,1,0,1,0
Waite,1,0,0,0,0,0
Etheline,1,0,1,1,0,1
Natala,1,1,1,0,0,1
E'Lane,1,0,1,1,0,1
Say,0,0,0,0,1,0
Ursuline,1,0,1,1,0,1
Corabella,1,1,1,0,0,1
Cassandre,1,0,1,0,0,1
Lynnell,0,0,1,0,1,1
Neale,1,0,0,0,0,0
Guenevere,1,0,1,0,0,1
Averyl,0,0,1,1,1,1
Flipper,0,0,1,0,0,0
Everard,0,0,1,1,0,0
Lazar,0,0,0,0,0,0
Stanley,0,0,1,0,1,0
Lysandra,1,1,1,0,1,1
Heywood,0,0,1,0,1,0
Eyde,0,0,0,1,1,1
Tarrant,0,0,1,0,0,0
Pearla,1,1,1,0,0,1
Stefa,1,1,0,0,0,1
Quintana,1,1,1,0,0,1
Corissa,1,1,1,0,0,1
Lilia,1,1,0,0,0,1
Lynsey,0,0,1,0,1,1
Meryl,0,0,0,0,1,0
Reagan,0,0,1,0,0,0
Fan,0,0,0,0,0,1
Darsey,0,0,1,0,1,1
Adria,1,1,0,1,0,1
Olivette,1,0,1,1,0,1
Spiro,0,0,0,0,0,0
Kym,0,0,0,0,1,1
Hannibal,0,0,1,0,0,0
Brandise,1,0,1,0,0,1
Larina,1,1,1,0,0,1
Marena,1,1,1,0,0,1
Cleva,1,1,0,0,0,1
Ingrid,0,0,1,1,0,1
Ferdinand,0,0,1,0,0,0
Joachim,0,0,1,0,0,0
Flory,0,0,0,0,1,1
Randi,1,0,0,0,0,1
Felicio,0,0,1,0,0,0
Sindee,1,0,1,0,0,1
Milena,1,1,1,0,0,1
Aimee,1,0,0,1,0,1
Rozalie,1,0,1,0,0,1
Tobie,1,0,0,0,0,0
Melina,1,1,1,0,0,1
Amargo,0,0,1,1,0,1
Lynnelle,1,0,1,0,1,1
Amberly,0,0,1,1,1,1
Marleah,0,0,1,0,0,1
Moshe,1,0,0,0,0,0
Colene,1,0,1,0,0,1
Karine,1,0,1,0,0,1
Lynn,0,0,0,0,1,0
Joab,0,0,0,0,0,0
Kate,0,0,0,0,0,1
Lyndel,0,0,1,0,1,1
Eimile,1,0,1,1,0,1
Benita,1,1,1,0,0,1
Caitlin,0,0,1,0,0,1
Porter,0,0,1,0,0,0
Shayla,1,1,1,0,1,1
Torrin,0,0,1,0,0,0
Barney,0,0,1,0,1,0
Bertie,1,0,1,0,0,1
Tori,1,0,0,0,0,1
Chelsey,0,0,1,0,1,1
Welsh,0,0,0,0,0,0
Cyrillus,0,0,1,0,1,0
Claus,0,0,0,0,0,0
Guillermo,0,0,1,0,0,0
Mitra,1,1,0,0,0,1
Eartha,1,1,1,1,0,1
Godiva,1,1,1,0,0,1
Lona,1,1,0,0,0,1
Bethany,0,0,1,0,1,1
Felix,0,0,0,0,0,0
Lise,0,0,0,0,0,1
Boris,0,0,0,0,0,0
Henka,1,1,0,0,0,1
Jillian,0,0,1,0,0,1
Pryce,1,0,0,0,1,0
Ewart,0,0,0,1,0,0
Gabriel,0,0,1,0,0,1
Danice,1,0,1,0,0,1
Siward,0,0,1,0,0,0
Amalia,1,1,1,1,0,1
Shane,1,0,0,0,0,1
Rodolph,0,0,1,0,0,0
Caldwell,0,0,1,0,0,0
Jeri,1,0,0,0,0,1
Suzanna,1,1,1,0,0,1
Rutger,0,0,1,0,0,0
Wakefield,0,0,1,0,0,0
Berri,1,0,0,0,0,1
Deedee,1,0,1,0,0,1
Gerri,1,0,0,0,0,0
Uriah,0,0,0,1,0,0
Wilone,1,0,1,0,0,1
Patsy,0,0,0,0,1,0
Lilias,0,0,1,0,0,1
Rosemonde,1,0,1,0,0,1
Addie,1,0,0,1,0,1
Evan,0,0,0,1,0,0
Aileen,0,0,1,1,0,1
Sarine,1,0,1,0,0,1
Kendall,0,0,1,0,0,0
Deonne,1,0,1,0,0,1
Aggie,1,0,0,1,0,1
Elianore,1,0,1,1,0,1
Libbie,1,0,1,0,0,1
Ninetta,1,1,1,0,0,1
Honoria,1,1,1,0,0,1
Allyn,0,0,0,1,1,1
Ralina,1,1,1,0,0,1
Elsi,1,0,0,1,0,1
Tabbie,1,0,1,0,0,0
Christiano,0,0,1,0,0,0
Shina,1,1,0,0,0,1
Federica,1,1,1,0,0,1
Monroe,1,0,1,0,0,0
Fernande,1,0,1,0,0,1
Josee,1,0,0,0,0,1
Berry,0,0,0,0,1,1
Arielle,1,0,1,1,0,1
Rogers,0,0,1,0,0,0
Bridie,1,0,1,0,0,1
Dimitrou,0,0,1,0,0,0
Saunderson,0,0,1,0,0,0
Cecelia,1,1,1,0,0,1
Jesus,0,0,0,0,0,0
Pansy,0,0,0,0,1,1
Adela,1,1,0,1,0,1
Gregor,0,0,1,0,0,0
Spense,1,0,1,0,0,0
Deina,1,1,0,0,0,1
Candis,0,0,1,0,0,1
Neron,0,0,0,0,0,0
Sonya,1,1,0,0,1,1
Omar,0,0,0,1,0,0
Arabela,1,1,1,1,0,1
Jeromy,0,0,1,0,1,0
Sigfrid,0,0,1,0,0,0
Vladamir,0,0,1,0,0,0
Blair,0,0,0,0,0,1
Gaby,0,0,0,0,1,1
Janessa,1,1,1,0,0,1
Melosa,1,1,1,0,0,1
Thomasa,1,1,1,0,0,1
Aloysius,0,0,1,1,1,0
Ninnetta,1,1,1,0,0,1
Freddie,1,0,1,0,0,0
Anallise,1,0,1,1,0,1
Scotty,0,0,1,0,1,1
Lynne,1,0,0,0,1,1
Towny,0,0,0,0,1,0
Eloise,1,0,1,1,0,1
Lura,1,1,0,0,0,1
Lev,0,0,0,0,0,0
Gusella,1,1,1,0,0,1
Isaiah,0,0,1,1,0,0
Iggie,1,0,0,1,0,0
Annamarie,1,0,1,1,0,1
Patricio,0,0,1,0,0,0
Jeannie,1,0,1,0,0,1
Tabina,1,1,1,0,0,1
Kameko,0,0,1,0,0,1
Quent,0,0,0,0,0,0
Geraldine,1,0,1,0,0,1
Tremayne,1,0,1,0,1,0
Shirl,0,0,0,0,0,1
Danny,0,0,0,0,1,1
Jenna,1,1,0,0,0,1
Constancy,0,0,1,0,1,1
Tarzan,0,0,1,0,0,0
Javier,0,0,1,0,0,0
Fallon,0,0,1,0,0,1
Deanna,1,1,1,0,0,1
Lissie,1,0,1,0,0,1
Richie,1,0,1,0,0,0
Sue,0,0,0,0,0,1
Lucie,1,0,0,0,0,1
Margarita,1,1,1,0,0,1
Kathie,1,0,1,0,0,1
Pepe,0,0,0,0,0,0
Leonidas,0,0,1,0,0,0
Veriee,1,0,1,0,0,1
Jacklin,0,0,1,0,0,1
Emmett,0,0,1,1,0,0
Malanie,1,0,1,0,0,1
Nadean,0,0,1,0,0,1
Tuck,0,0,0,0,0,0
Natty,0,0,0,0,1,1
Aubrette,1,0,1,1,0,1
Dannie,1,0,1,0,0,1
Carilyn,0,0,1,0,1,1
See,0,0,0,0,0,0
Katinka,1,1,1,0,0,1
Zachary,0,0,1,0,1,0
Darleen,0,0,1,0,0,1
Davin,0,0,0,0,0,0
Cary,0,0,0,0,1,0
Reginauld,0,0,1,0,0,0
Gertrudis,0,0,1,0,0,1
Melamie,1,0,1,0,0,1
Tillie,1,0,1,0,0,1
Mose,0,0,0,0,0,0
Dawson,0,0,1,0,0,0
Worthy,0,0,1,0,1,0
Letisha,1,1,1,0,0,1
Dorelle,1,0,1,0,0,1
Carmelle,1,0,1,0,0,1
Carleigh,0,0,1,0,0,0
Laurianne,1,0,1,0,0,1
Jenelle,1,0,1,0,0,1
Rebecka,1,1,1,0,0,1
Willdon,0,0,1,0,0,0
Godfrey,0,0,1,0,1,0
Ruby,0,0,0,0,1,1
Masha,1,1,0,0,0,1
Connie,1,0,1,0,0,1
Artur,0,0,0,1,0,0
Guendolen,0,0,1,0,0,1
Kathrine,1,0,1,0,0,1
Alejandra,1,1,1,1,0,1
Tania,1,1,0,0,0,1
Samson,0,0,1,0,0,0
Tilda,1,1,0,0,0,1
Marquita,1,1,1,0,0,1
Vilma,1,1,0,0,0,1
Anatol,0,0,1,1,0,0
Desmund,0,0,1,0,0,0
Steffen,0,0,1,0,0,0
Cinda,1,1,0,0,0,1
Roselyn,0,0,1,0,1,1
Heather,0,0,1,0,0,1
Craig,0,0,0,0,0,0
Huntlee,1,0,1,0,0,0
Darell,0,0,1,0,0,1
Sara,1,1,0,0,0,1
Orsa,1,1,0,1,0,1
Joey,0,0,0,0,1,0
Luke,0,0,0,0,0,0
Cristal,0,0,1,0,0,1
Al,0,0,0,1,0,0
Umeko,0,0,0,1,0,1
Crista,1,1,1,0,0,1
Sinclair,0,0,1,0,0,0
Anica,1,1,0,1,0,1
Vail,0,0,0,0,0,0
Orson,0,0,0,1,0,0
Konstance,1,0,1,0,0,1
Ford,0,0,0,0,0,0
Cynthy,0,0,1,0,1,1
Marilee,1,0,1,0,0,1
Jewel,0,0,0,0,0,1
Madlin,0,0,1,0,0,1
Jacquelynn,0,0,1,0,1,1
Sol,0,0,0,0,0,0
Penelope,1,0,1,0,0,1
Happy,0,0,0,0,1,1
Adi,1,0,0,1,0,1
Barty,0,0,0,0,1,0
Ezechiel,0,0,1,1,0,0
Enrica,1,1,1,1,0,1
Julianne,1,0,1,0,0,1
Christof,0,0,1,0,0,0
Orelie,1,0,1,1,0,1
Berkeley,0,0,1,0,1,0
Georgeanne,1,0,1,0,0,1
Herrmann,0,0,1,0,0,0
Cleo,0,0,0,0,0,1
Galina,1,1,1,0,0,1
Dorothee,1,0,1,0,0,1
Fidel,0,0,0,0,0,0
Sadie,1,0,0,0,0,1
Clark,0,0,0,0,0,0
Ruddie,1,0,1,0,0,0
Laverna,1,1,1,0,0,1
Leanor,0,0,1,0,0,1
Rees,0,0,0,0,0,0
Cal,0,0,0,0,0,0
Heathcliff,0,0,1,0,0,0
Skipp,0,0,0,0,0,0
Adore,1,0,0,1,0,1
Jobie,1,0,0,0,0,1
Vijay,0,0,0,0,1,0
Maggy,0,0,0,0,1,1
Roana,1,1,0,0,0,1
Selena,1,1,1,0,0,1
Matthew,0,0,1,0,0,0
Kit,0,0,0,0,0,1
Shawnee,1,0,1,0,0,1
Waverley,0,0,1,0,1,0
Nydia,1,1,0,0,1,1
Harmony,0,0,1,0,1,1
Ethelind,0,0,1,1,0,1
Katey,0,0,0,0,1,1
Corinna,1,1,1,0,0,1
Angel,0,0,0,1,0,0
Maryann,0,0,1,0,1,1
Alain,0,0,0,1,0,0
Tiebout,0,0,1,0,0,0
Charlotte,1,0,1,0,0,1
Celinda,1,1,1,0,0,1
Paule,1,0,0,0,0,1
Forrester,0,0,1,0,0,0
Ernesto,0,0,1,1,0,0
Mellicent,0,0,1,0,0,1
Elysee,1,0,1,1,1,1
Leonhard,0,0,1,0,0,0
Dagmar,0,0,1,0,0,1
Pamella,1,1,1,0,0,1
Thibaud,0,0,1,0,0,0
Wilona,1,1,1,0,0,1
Concordia,1,1,1,0,0,1
Brittany,0,0,1,0,1,1
Dorey,0,0,0,0,1,1
Dorrie,1,0,1,0,0,1
Waly,0,0,0,0,1,1
Dante,1,0,0,0,0,0
Jonny,0,0,0,0,1,0
Moina,1,1,0,0,0,1
France,1,0,1,0,0,1
Merla,1,1,0,0,0,1
Riva,1,1,0,0,0,1
Chaddie,1,0,1,0,0,0
Cindra,1,1,1,0,0,1
Horatius,0,0,1,0,0,0
Tella,1,1,0,0,0,1
Benny,0,0,0,0,1,1
Kandace,1,0,1,0,0,1
Enid,0,0,0,1,0,1
Mort,0,0,0,0,0,0
John,0,0,0,0,0,0
Querida,1,1,1,0,0,1
Barnabe,1,0,1,0,0,0
Ruthy,0,0,0,0,1,1
Zena,1,1,0,0,0,1
Enoch,0,0,0,1,0,0
Ursala,1,1,1,1,0,1
Gabriell,0,0,1,0,0,1
Alison,0,0,1,1,0,1
Dwain,0,0,0,0,0,0
Lovell,0,0,1,0,0,0
Lamar,0,0,0,0,0,0
Gilbert,0,0,1,0,0,0
Natka,1,1,0,0,0,1
Alexine,1,0,1,1,0,1
Moses,0,0,0,0,0,0
Delbert,0,0,1,0,0,0
Madelena,1,1,1,0,0,1
Bette-Ann,0,0,1,0,0,1
Ernesta,1,1,1,1,0,1
Tyrone,1,0,1,0,1,0
Octavius,0,0,1,1,0,0
Giraldo,0,0,1,0,0,0
Prent,0,0,0,0,0,0
Brigid,0,0,1,0,0,1
Susannah,0,0,1,0,0,1
Harriott,0,0,1,0,0,1
Willi,1,0,0,0,0,0
Sher,0,0,0,0,0,1
Hayley,0,0,1,0,1,1
Mick,0,0,0,0,0,0
Artie,1,0,0,1,0,0
Christos,0,0,1,0,0,0
Stearn,0,0,1,0,0,0
Cele,0,0,0,0,0,1
Zsazsa,1,1,1,0,0,1
Carlynne,1,0,1,0,1,1
Arlena,1,1,1,1,0,1
Sacha,1,1,0,0,0,1
Joell,0,0,0,0,0,1
Evette,1,0,1,1,0,1
Modesty,0,0,1,0,1,1
